"Код поста","Дата","Значение","Условный знак"
"13046","1995-09-12","","prsh"
"13046","1995-09-13","","prsh"
"13046","1995-09-14","","prsh"
"13046","1995-09-15","","prsh"
"13046","1995-09-16","","prsh"
"13046","1995-09-17","","prsh"
"13046","1995-09-18","","prsh"
"13046","1995-09-19","","prsh"
"13046","1995-09-20","","prsh"
"13046","1995-09-21","","prsh"
"13046","1995-09-22","","prsh"
"13046","1995-09-23","","prsh"
"13046","1995-09-24","","prsh"
"13046","1995-09-25","","prsh"
"13046","1995-09-26","","prsh"
"13046","1995-09-27","","prsh"
"13046","1995-09-28","","prsh"
"13046","1995-09-29","","prsh"
"13046","1995-09-30","","prsh"
"13046","1995-10-01","","prsh"
"13046","1995-10-02","","prsh"
"13046","1995-10-03","","prsh"
"13046","1995-10-04","","prsh"
"13046","1995-10-05","","prsh"
"13046","1995-10-06","","prsh"
"13046","1995-10-07","","prsh"
"13046","1995-10-08","","prsh"
"13046","1995-10-09","","prsh"
"13046","1995-10-10","","prsh"
"13046","1995-10-11","","prsh"
"13046","1995-10-12","","prsh"
"13046","1995-10-13","","prsh"
"13046","1995-10-14","","prsh"
"13046","1995-10-15","","prsh"
"13046","1995-10-16","","prsh"
"13046","1995-10-17","","prsh"
"13046","1995-10-18","","prsh"
"13046","1995-10-19","","prsh"
"13046","1995-10-20","","prsh"
"13046","1995-10-21","","prsh"
"13046","1995-10-22","","prsh"
"13046","1995-10-23","","prsh"
"13046","1995-10-24","","prsh"
"13046","1995-10-25","","prsh"
"13046","1995-10-26","","prsh"
"13046","1995-10-27","","prsh"
"13046","1995-10-28","","prsh"
"13046","1995-10-29","","prsh"
"13046","1995-10-30","","prsh"
"13046","1995-10-31","","prsh"
"13046","1995-11-01","","prsh"
"13046","1995-11-02","","prsh"
"13046","1995-11-03","","prsh"
"13046","1995-11-04","","prsh"
"13046","1995-11-05","","prsh"
"13046","1995-11-06","","prsh"
"13046","1995-11-07","","prsh"
"13046","1995-11-08","","prsh"
"13046","1995-11-09","","prsh"
"13046","1995-11-10","","prsh"
"13046","1995-11-11","","prsh"
"13046","1995-11-12","","prsh"
