"Код поста","Дата","Значение","Условный знак"
"14002","2014-09-16","189",""
"14002","2014-09-17","210",""
"14002","2014-09-18","230",""
"14002","2014-09-19","227",""
"14002","2014-09-20","251","^"
"14002","2014-09-21","242",""
"14002","2014-09-22","214",""
"14002","2014-09-23","222",""
"14002","2014-09-24","222",""
"14002","2014-09-25","226",""
"14002","2014-09-26","223",""
"14002","2014-09-27","232",""
"14002","2014-09-28","234",""
"14002","2014-09-29","241",""
"14002","2014-09-30","237",""
"14002","2014-10-01","252",""
"14002","2014-10-02","276",""
"14002","2014-10-03","274",""
"14002","2014-10-04","254",""
"14002","2014-10-05","261",""
"14002","2014-10-06","265",""
"14002","2014-10-07","263",""
"14002","2014-10-08","278",""
"14002","2014-10-09","282","^"
"14002","2014-10-10","268",""
"14002","2014-10-11","263",""
"14002","2014-10-12","270",""
"14002","2014-10-13","287","^"
"14002","2014-10-14","286","^"
"14002","2014-10-15","275",""
"14002","2014-10-16","274",""
"14002","2014-10-17","272",""
"14002","2014-10-18","265",""
"14002","2014-10-19","267",""
"14002","2014-10-20","265",""
"14002","2014-10-21","261",""
"14002","2014-10-22","270",""
"14002","2014-10-23","256",""
"14002","2014-10-24","247",""
"14002","2014-10-25","249",""
"14002","2014-10-26","249",""
"14002","2014-10-27","244",""
"14002","2014-10-28","241",""
"14002","2014-10-29","241",""
"14002","2014-10-30","237","_"
"14002","2014-10-31","239",""
"14002","2014-11-01","240",""
"14002","2014-11-02","239",""
"14002","2014-11-03","236",""
"14002","2014-11-04","233",""
"14002","2014-11-05","230","_"
"14002","2014-11-06","231",""
"14002","2014-11-07","235",""
"14002","2014-11-08","239",""
"14002","2014-11-09","240",""
"14002","2014-11-10","243",""
"14002","2014-11-11","243",""
"14002","2014-11-12","241",""
"14002","2014-11-13","242",""
"14002","2014-11-14","245","^"
"14002","2014-11-15","237",""
"14002","2014-11-16","237",""
"14002","2014-11-17","237",""
"14002","2014-11-18","236",""
"14002","2014-11-19","235",""
"14002","2014-11-20","233",""
"14002","2014-11-21","234",""
"14002","2014-11-22","240",""
"14002","2014-11-23","240",""
"14002","2014-11-24","239",""
"14002","2014-11-25","240",""
"14002","2014-11-26","244",""
"14002","2014-11-27","238",""
"14002","2014-11-28","236",""
"14002","2014-11-29","234",""
"14002","2014-11-30","232",""
"14002","2014-12-01","231",""
"14002","2014-12-02","233",""
"14002","2014-12-03","233",""
"14002","2014-12-04","233",""
"14002","2014-12-05","234",""
"14002","2014-12-06","237",""
"14002","2014-12-07","234",""
"14002","2014-12-08","237","):"
"14002","2014-12-09","240","Ш)"
"14002","2014-12-10","237","Ш)"
"14002","2014-12-11","237","Ш)"
"14002","2014-12-12","239","Ш)"
"14002","2014-12-13","238","Ш)"
"14002","2014-12-14","238","Ш)"
"14002","2014-12-15","240","Ш)"
"14002","2014-12-16","237","Ш)"
"14002","2014-12-17","238","Ш)"
"14002","2014-12-18","241","Ш)"
"14002","2014-12-19","240","Ш)"
"14002","2014-12-20","242","^Ш)"
"14002","2014-12-21","233","_Ш)"
"14002","2014-12-22","231","Ш)"
"14002","2014-12-23","233","Ш)"
"14002","2014-12-24","233","Ш)"
"14002","2014-12-25","232","Ш)"
"14002","2014-12-26","235","Ш)"
"14002","2014-12-27","231","Ш)"
"14002","2014-12-28","233","Ш)"
"14002","2014-12-29","233","Ш)"
"14002","2014-12-30","237","Ш)"
"14002","2014-12-31","236","Ш)"
"14002","2015-01-01","235","Ш)"
"14002","2015-01-02","236","Ш)"
"14002","2015-01-03","240","Ш)"
"14002","2015-01-04","239","Ш)"
"14002","2015-01-05","237","Ш)"
"14002","2015-01-06","237","Ш)"
"14002","2015-01-07","240","Ш)"
"14002","2015-01-08","240","Ш)"
"14002","2015-01-09","233","_Ш)"
"14002","2015-01-10","239","Ш)"
"14002","2015-01-11","240","Ш)"
"14002","2015-01-12","244","^Ш)"
"14002","2015-01-13","242","Ш)"
"14002","2015-01-14","240","Ш)"
"14002","2015-01-15","238","Ш)"
"14002","2015-01-16","241","Ш)"
